,equity
2010-01-29,99915.4291440979
2010-02-01,99912.4320737854
2010-02-02,99891.85865488832
2010-02-03,99890.67185679261
2010-02-04,99890.67185679261
2010-02-05,99888.30053416078
2010-02-08,99893.04431620424
2010-02-09,99893.04431620424
2010-02-10,99891.85865488832
2010-02-11,99893.04431620424
2010-02-12,99893.04431620424
2010-02-16,99889.4861954767
2010-02-17,99891.85865488832
2010-02-18,99893.04431620424
2010-02-19,99890.67185679261
2010-02-22,99891.85865488832
2010-02-23,99891.85865488832
2010-02-24,99890.67185679261
2010-02-25,99894.23111429994
2010-02-26,99893.04431620424
2010-03-01,99892.80672922914
2010-03-02,99886.87728586976
2010-03-03,99890.4354065973
2010-03-04,99891.62106791322
2010-03-05,99890.4354065973
2010-03-08,99892.80672922914
2010-03-09,99891.62106791322
2010-03-10,99890.4354065973
2010-03-11,99889.2486085016
2010-03-12,99891.62106791322
2010-03-15,99891.62106791322
2010-03-16,99888.06294718568
2010-03-17,99891.62106791322
2010-03-18,99891.62106791322
2010-03-19,99891.62106791322
2010-03-22,99891.62106791322
2010-03-23,99892.80672922914
2010-03-24,99890.4354065973
2010-03-25,99890.4354065973
2010-03-26,99889.2486085016
2010-03-29,99889.2486085016
2010-03-30,99892.80672922914
2010-03-31,99891.62106791322
2010-04-01,99887.23309794252
2010-04-05,99886.04629984681
2010-04-06,99888.41875925843
2010-04-07,99887.23309794252
2010-04-08,99887.23309794252
2010-04-09,99888.41875925843
2010-04-12,99889.60442057435
2010-04-13,99888.41875925843
2010-04-14,99888.41875925843
2010-04-15,99888.41875925843
2010-04-16,99893.16254130189
2010-04-19,99887.23309794252
2010-04-20,99890.79121867006
2010-04-21,99889.60442057435
2010-04-22,99890.79121867006
2010-04-23,99890.79121867006
2010-04-26,99890.79121867006
2010-04-27,99890.79121867006
2010-04-28,99888.41875925843
2010-04-29,99889.60442057435
2010-04-30,99890.79121867006
2010-05-03,99887.94472208802
2010-05-04,99886.75792399232
2010-05-05,99890.31604471986
2010-05-06,99890.31604471986
2010-05-07,99889.13038340394
2010-05-10,99878.55500748
2010-05-11,99878.55500748
2010-05-12,99878.55500748
2010-05-13,99869.29144072667
2010-05-14,99870.46118712559
2010-05-17,99866.95082640782
2010-05-18,99866.95082640782
2010-05-19,99869.29144072667
2010-05-20,99856.51740183856
2010-05-21,99856.51740183856
2010-05-24,99856.51740183856
2010-05-25,99856.51740183856
2010-05-26,99856.51740183856
2010-05-27,99856.51740183856
2010-05-28,99856.51740183856
2010-06-01,99856.51740183856
2010-06-02,99856.51740183856
2010-06-03,99856.51740183856
2010-06-04,99856.51740183856
2010-06-07,99856.51740183856
2010-06-08,99856.51740183856
2010-06-09,99856.51740183856
2010-06-10,99856.51740183856
2010-06-11,99848.64122414144
2010-06-14,99847.50221657308
2010-06-15,99842.94836830648
2010-06-16,99845.22529243978
2010-06-17,99847.50221657308
2010-06-18,99845.22529243978
2010-06-21,99847.50221657308
2010-06-22,99844.08737587483
2010-06-23,99845.22529243978
2010-06-24,99845.22529243978
2010-06-25,99847.50221657308
2010-06-28,99846.36430000814
2010-06-29,99846.36430000814
2010-06-30,99848.64122414144
2010-07-01,99843.74480080159
2010-07-02,99846.0217249349
2010-07-06,99843.74480080159
2010-07-07,99847.16073250325
2010-07-08,99849.43874763997
2010-07-09,99849.43874763997
2010-07-12,99849.43874763997
2010-07-13,99846.0217249349
2010-07-14,99850.57666420491
2010-07-15,99847.16073250325
2010-07-16,99848.29974007161
2010-07-19,99846.0217249349
2010-07-20,99847.16073250325
2010-07-21,99846.0217249349
2010-07-22,99848.29974007161
2010-07-23,99846.0217249349
2010-07-26,99844.88380836995
2010-07-27,99847.16073250325
2010-07-28,99849.43874763997
2010-07-29,99846.0217249349
2010-07-30,99846.0217249349
2010-08-02,99845.79479622396
2010-08-03,99845.79479622396
2010-08-04,99850.34973549398
2010-08-05,99846.9327127889
2010-08-06,99846.9327127889
2010-08-09,99846.9327127889
2010-08-10,99846.9327127889
2010-08-11,99848.07172035726
2010-08-12,99850.34973549398
2010-08-13,99846.9327127889
2010-08-16,99848.07172035726
2010-08-17,99849.21072792562
2010-08-18,99851.48765205892
2010-08-19,99848.07172035726
2010-08-20,99851.48765205892
2010-08-23,99848.07172035726
2010-08-24,99846.9327127889
2010-08-25,99848.07172035726
2010-08-26,99846.9327127889
2010-08-27,99850.34973549398
2010-08-30,99848.07172035726
2010-08-31,99849.21072792562
2010-09-01,99849.09617256673
2010-09-02,99849.09617256673
2010-09-03,99850.23518013509
2010-09-07,99847.95716499837
2010-09-08,99847.95716499837
2010-09-09,99847.95716499837
2010-09-10,99847.95716499837
2010-09-13,99852.51210426839
2010-09-14,99849.09617256673
2010-09-15,99851.37418770345
2010-09-16,99852.51210426839
2010-09-17,99850.23518013509
2010-09-20,99850.23518013509
2010-09-21,99850.23518013509
2010-09-22,99850.23518013509
2010-09-23,99853.65111183675
2010-09-24,99850.23518013509
2010-09-27,99852.51210426839
2010-09-28,99852.51210426839
2010-09-29,99851.37418770345
2010-09-30,99852.51210426839
2010-10-01,99851.25963234456
2010-10-04,99848.98161720784
2010-10-05,99851.25963234456
2010-10-06,99851.25963234456
2010-10-07,99850.1206247762
2010-10-08,99854.67665504964
2010-10-11,99850.1206247762
2010-10-12,99851.25963234456
2010-10-13,99853.53764748128
2010-10-14,99850.1206247762
2010-10-15,99853.53764748128
2010-10-18,99851.25963234456
2010-10-19,99854.67665504964
2010-10-20,99853.53764748128
2010-10-21,99852.39863991292
2010-10-22,99854.67665504964
2010-10-25,99852.39863991292
2010-10-26,99854.67665504964
2010-10-27,99851.25963234456
2010-10-28,99852.39863991292
2010-10-29,99852.39863991292
2010-11-01,99848.86815285237
2010-11-02,99851.14616798909
2010-11-03,99855.70110725911
2010-11-04,99855.70110725911
2010-11-05,99852.28517555745
2010-11-08,99852.28517555745
2010-11-09,99851.14616798909
2010-11-10,99851.14616798909
2010-11-11,99850.00716042073
2010-11-12,99851.14616798909
2010-11-15,99851.14616798909
2010-11-16,99851.14616798909
2010-11-17,99852.28517555745
2010-11-18,99851.14616798909
2010-11-19,99853.42418312581
2010-11-22,99854.56209969075
2010-11-23,99850.00716042073
2010-11-24,99851.14616798909
2010-11-26,99851.14616798909
2010-11-29,99848.86815285237
2010-11-30,99852.28517555745
2010-12-01,99849.89369606526
